SiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,TiO2,Mineral
72.5,6.02,6.59,14.74,11.61,4.22,1.98,1.86,Syenite
77.62,16.77,10.64,3.72,9.16,6.85,1.15,0.47,Mica
49.77,9.94,1.27,11.35,4.1,7.3,1.06,2.96,Marble
72.85,8.07,11.46,2.73,5.71,3.09,2.37,0.32,Amphibolite
46.55,13.17,10.89,14.98,1.38,3.68,3.26,0.66,Dolomite
31.81,8.01,8.1,1.88,3.04,7.97,3.61,1.26,Mica
43.56,17.71,4.78,12.37,9.66,4.75,1.13,1.59,Syenite
47.27,17.28,4.95,12.1,7.05,3.39,1.26,1.11,Amphibole
57.7,20.82,14.83,4.33,11.55,3.7,4.43,1.2,Rhyolite
57.28,20.44,3.93,10.76,2.08,5.93,3.7,0.89,Serpentine
79.61,7.7,13.19,12.86,3.53,7.01,2.67,2.11,Andesite
71.04,24.86,12.18,12.9,11.22,6.87,1.82,1.68,Marble
74.95,9.31,3.27,13.55,1.43,6.65,3.1,1.29,Andesite
54.72,23.53,4.45,2.2,10.52,6.75,4.43,2.54,Mica
47.26,21.13,14.72,14.06,1.69,5.39,2.28,2.96,Talc
38.77,22.05,14.27,9.99,6.09,6.18,0.78,1.59,Chlorite
42.37,12.66,2.99,6.07,11.75,2.34,3.04,2.66,Amphibole
40.05,24.8,4.7,8.5,1.19,7.62,4.29,2.07,Olivine
49.71,16.39,9.25,14.03,10.81,2.57,1.37,1.5,Serpentine
67.75,8.43,5.74,3.34,9.06,2.48,3.93,2.63,Amphibolite
33.16,19.08,2.68,7.89,4.95,4.04,4.45,1.16,Chlorite
56.43,21.89,11.37,12.36,6.25,1.36,3.72,1.2,Peridotite
78.32,18.15,12.95,13.41,10.6,3.28,3.15,1.13,Basalt
58.04,12.67,11.81,4.1,8.22,1.1,4.17,2.67,Peridotite
78.37,23.45,4.92,5.15,4.8,7.18,4.13,2.1,Serpentine
67.4,11.49,9.89,8.28,3.37,2.18,2.69,0.46,Chlorite
38.26,6.69,14.97,5.93,10.16,3.37,3.76,2.26,Andesite
36.15,12.79,14.53,11.98,7.71,1.96,3.47,1.12,Amphibole
54.13,10.87,8.39,14.63,1.33,5.36,2.13,2.12,Amphibolite
57.55,21.18,4.06,3.22,10.61,1.45,4.45,0.88,Talc
49.83,18.38,9.99,5.0,9.24,1.0,3.67,1.86,Marble
59.77,8.47,14.07,5.6,10.63,6.42,3.09,2.37,Peridotite
59.51,10.44,10.22,1.77,10.78,2.92,4.83,0.65,Syenite
69.42,16.74,2.99,13.41,2.02,7.97,1.71,1.26,Andesite
77.87,16.87,1.76,10.15,4.05,6.16,4.94,1.51,Rhyolite
71.12,7.39,13.28,7.41,2.1,4.12,4.47,2.04,Olivine
39.61,20.5,9.34,11.87,6.03,4.58,2.33,1.98,Marble
49.27,14.85,5.46,7.61,1.96,4.79,3.28,2.86,Talc
46.26,17.87,12.52,12.12,4.5,2.2,4.39,0.43,Dolomite
54.85,24.14,8.28,7.74,11.99,6.59,2.42,0.64,Basalt
31.21,19.51,11.08,5.84,4.21,0.57,0.68,1.19,Granite
33.71,9.0,12.06,13.92,3.65,3.05,3.34,1.06,Amphibole
42.6,24.41,13.83,9.7,9.07,7.62,1.08,1.33,Amphibole
46.72,9.59,8.0,6.56,2.23,6.34,1.37,1.57,Amphibole
42.28,21.97,10.25,6.37,9.62,1.03,4.84,0.27,Basalt
53.67,11.12,7.04,8.48,11.7,5.68,3.63,2.14,Amphibolite
31.83,21.07,13.62,11.21,6.18,0.59,4.91,1.67,Basalt
31.81,21.79,11.58,11.13,5.93,0.7,4.69,2.86,Syenite
52.67,7.04,1.43,10.45,8.17,7.62,1.93,2.29,Rhyolite
63.2,18.98,14.17,7.11,8.34,1.82,3.69,2.43,Dolomite
38.84,13.5,11.77,4.01,5.86,6.91,2.93,0.62,Andesite
79.47,18.13,10.93,5.63,10.39,4.94,3.33,2.46,Serpentine
52.24,19.93,3.51,8.16,3.19,7.55,1.95,2.98,Mica
36.05,6.76,9.93,8.17,8.74,7.55,2.67,1.03,Slate
52.43,8.01,8.96,11.14,5.97,5.06,1.45,1.49,Marble
64.92,5.07,10.63,12.1,2.51,4.78,3.32,2.28,Pyroxene
45.41,14.53,7.44,6.12,3.32,3.85,4.37,1.12,Andesite
69.2,14.91,6.5,9.13,7.01,1.55,1.52,1.39,Mica
42.9,19.57,8.07,11.55,8.38,2.09,3.23,2.54,Quartz
72.38,18.78,3.22,5.87,1.48,2.93,3.77,1.48,Rhyolite
50.56,13.77,12.07,6.81,11.56,4.01,1.2,0.84,Syenite
53.58,5.29,1.47,1.25,5.47,6.66,1.86,2.08,Serpentine
59.27,20.83,3.14,5.54,2.6,6.87,1.05,0.52,Dolomite
57.56,15.7,1.87,9.04,8.37,7.61,2.18,0.33,Amphibole
70.01,19.44,6.02,13.18,8.77,7.88,1.96,0.32,Basalt
56.99,21.95,12.53,10.91,7.89,1.96,3.09,2.14,Serpentine
70.73,6.54,13.59,6.65,6.62,5.41,1.12,0.47,Amphibolite
57.92,11.35,11.0,8.39,11.77,6.87,4.2,2.74,Serpentine
53.99,15.52,13.28,8.86,2.7,6.45,3.56,2.89,Dolomite
50.86,13.39,2.12,13.18,7.94,3.38,4.66,0.59,Amphibole
58.18,24.8,5.64,9.1,7.22,6.68,0.92,1.89,Slate
74.13,5.02,12.93,6.65,3.24,7.79,2.94,2.58,Marble
46.27,7.8,11.12,13.96,12.0,3.91,3.05,0.24,Andesite
77.37,6.9,14.35,10.77,5.66,5.06,4.66,1.75,Quartz
42.15,6.81,11.99,6.93,9.63,6.26,4.89,2.5,Serpentine
57.22,15.16,10.13,9.39,8.1,1.39,1.87,2.77,Mica
53.73,5.09,4.8,10.64,3.55,4.71,4.45,2.68,Feldspar
39.48,20.25,14.89,13.34,11.01,3.2,4.52,0.97,Feldspar
63.7,17.51,7.48,11.84,7.95,1.7,4.55,2.37,Syenite
54.54,15.43,14.17,12.87,7.89,1.52,1.4,1.68,Quartz
43.83,7.81,3.55,2.67,10.98,2.5,1.43,0.55,Slate
76.56,5.32,14.57,6.06,8.53,4.5,0.62,0.33,Slate
37.22,15.47,7.53,2.74,2.42,1.18,1.47,0.45,Andesite
44.46,7.45,12.01,7.86,7.45,7.66,2.77,2.87,Mica
48.99,6.99,12.6,14.5,11.06,2.17,0.66,0.51,Basalt
63.16,23.19,4.54,10.87,11.66,4.23,4.99,1.37,Syenite
78.85,19.61,11.36,12.48,6.09,6.89,0.62,2.77,Slate
48.56,21.86,4.82,6.96,6.26,4.01,2.74,0.8,Slate
44.95,20.39,10.78,3.8,8.07,3.31,4.49,2.34,Quartz
77.77,5.99,14.95,6.4,1.61,4.14,4.31,2.93,Chlorite
49.55,16.26,6.0,4.89,9.57,4.9,2.7,0.32,Gabbro
44.57,11.14,2.77,9.02,8.61,3.73,4.68,1.46,Amphibolite
63.64,20.46,9.61,3.35,11.83,1.04,3.58,0.8,Serpentine
62.38,14.22,14.09,11.16,4.57,1.81,4.55,1.1,Slate
50.88,6.11,1.4,4.05,9.63,3.72,3.26,2.27,Quartz
43.98,23.45,11.93,2.26,2.95,2.14,2.95,1.98,Andesite
45.73,16.27,2.81,8.5,2.48,1.85,4.92,2.42,Olivine
53.4,15.59,1.64,6.81,4.04,4.88,1.15,2.19,Mica
40.46,13.93,12.85,7.52,0.6,4.44,2.81,1.72,Serpentine
69.8,24.77,9.25,9.9,2.57,5.65,4.51,0.44,Basalt
43.25,12.09,13.55,4.6,7.51,2.14,3.92,0.68,Amphibole
51.85,22.88,12.01,8.59,1.27,2.14,3.34,2.09,Gabbro
36.81,9.01,1.16,14.78,11.12,3.03,3.64,2.22,Syenite
46.9,22.58,13.45,5.9,6.9,2.16,1.71,2.43,Mica
68.34,10.69,14.99,3.92,7.93,5.7,4.7,0.97,Granite
43.2,7.21,3.29,1.39,8.47,3.76,0.63,0.2,Basalt
64.95,17.83,7.26,3.18,0.76,3.51,0.91,1.66,Marble
47.81,24.73,10.44,9.36,6.46,7.78,1.44,1.57,Amphibolite
64.84,16.78,13.0,14.59,7.19,3.92,3.19,1.34,Syenite
78.68,9.73,7.27,10.14,9.16,4.31,2.33,2.47,Andesite
79.27,12.03,13.89,12.44,7.72,6.91,2.42,0.69,Chlorite
38.72,8.0,13.65,14.79,2.33,6.6,2.6,1.83,Andesite
70.95,23.2,4.75,5.34,2.44,6.98,1.8,1.37,Feldspar
61.8,22.94,2.41,2.74,11.83,3.24,4.42,1.96,Talc
33.97,5.34,12.9,2.34,11.94,5.65,1.31,2.57,Peridotite
45.96,9.23,14.12,14.77,10.16,2.82,1.76,1.28,Serpentine
69.52,17.09,9.82,8.01,5.06,2.87,2.65,1.8,Dolomite
37.75,16.14,9.75,5.52,1.58,0.85,2.1,0.24,Peridotite
38.39,23.7,14.61,13.98,2.87,1.34,1.54,0.5,Pyroxene
37.5,11.02,11.59,6.59,10.78,1.0,2.44,2.79,Marble
43.77,16.67,7.4,2.33,8.12,4.02,4.92,2.82,Serpentine
71.07,11.57,4.97,2.2,10.81,0.7,3.15,0.87,Rhyolite
43.74,6.01,2.57,5.56,9.95,1.73,3.24,2.32,Dolomite
63.27,8.56,10.39,7.35,11.31,0.71,1.95,1.73,Gabbro
41.62,22.23,8.58,6.97,0.83,4.17,2.45,2.05,Feldspar
74.01,24.91,14.88,3.26,9.9,6.39,1.42,2.62,Feldspar
79.22,16.59,13.9,12.4,5.35,5.07,1.06,1.71,Serpentine
47.45,5.04,2.93,3.95,6.56,4.97,1.64,0.6,Pyroxene
53.75,12.76,13.99,9.09,2.75,2.26,0.73,0.67,Peridotite
70.5,16.42,7.51,3.68,4.03,0.73,3.87,2.71,Rhyolite
42.34,11.52,10.28,2.6,2.82,5.79,2.18,2.57,Mica
72.18,16.08,14.4,11.89,10.11,4.76,1.72,1.49,Syenite
72.11,21.93,4.68,13.19,9.02,7.43,3.78,1.21,Basalt
44.96,19.95,12.27,9.24,2.96,1.88,3.95,0.74,Rhyolite
41.74,24.5,14.68,7.2,7.09,7.53,2.51,2.36,Amphibolite
34.12,12.26,4.01,1.99,8.1,5.39,0.94,1.93,Chlorite
78.8,11.4,9.24,14.27,6.21,3.81,3.65,1.68,Amphibolite
67.88,5.11,2.02,12.19,1.57,0.98,1.76,2.14,Dolomite
42.06,14.55,14.42,12.56,6.8,5.37,1.28,1.16,Olivine
68.72,21.34,12.02,11.25,5.78,7.02,2.79,1.61,Chlorite
74.64,20.38,9.09,9.69,1.65,5.28,1.64,1.35,Syenite
35.37,15.16,3.19,8.05,6.95,4.54,2.86,0.61,Dolomite
68.67,24.84,5.67,2.44,10.02,7.01,3.77,0.45,Dolomite
49.61,23.19,7.3,3.58,7.17,1.43,0.54,1.34,Olivine
66.78,21.74,8.75,11.75,2.08,1.54,4.38,1.38,Marble
62.02,16.22,6.7,7.46,7.73,5.62,3.05,2.69,Slate
64.9,23.79,13.81,14.49,5.53,3.87,4.71,0.37,Slate
36.63,7.13,13.01,3.71,1.44,3.27,2.86,2.17,Rhyolite
67.11,13.75,1.15,10.25,3.52,2.25,2.06,1.68,Peridotite
45.4,11.71,7.61,4.82,5.63,2.16,3.2,1.5,Syenite
47.59,24.76,1.85,3.68,7.37,4.92,1.93,2.11,Quartz
77.76,19.85,8.62,13.33,3.65,1.61,2.31,1.01,Gabbro
31.8,7.42,14.84,12.36,3.45,6.45,4.43,2.04,Basalt
61.13,10.83,10.92,11.02,2.76,1.06,4.96,2.32,Slate
71.62,8.96,4.79,4.22,5.62,1.92,3.86,1.84,Quartz
31.86,22.21,7.5,3.63,2.84,1.36,3.45,1.02,Rhyolite
53.4,15.88,8.81,4.5,2.64,3.84,4.18,1.2,Syenite
45.64,13.95,13.31,8.76,6.36,2.38,2.49,2.14,Andesite
52.86,22.35,2.87,14.46,9.76,4.82,3.8,0.59,Olivine
74.59,6.78,7.63,4.08,0.77,1.89,3.71,2.44,Syenite
59.03,9.2,1.51,9.45,11.84,1.19,2.2,0.42,Granite
73.07,6.03,4.96,2.92,5.45,1.93,1.49,0.25,Pyroxene
36.66,13.72,8.06,11.52,2.24,6.49,0.65,0.97,Gabbro
45.57,8.95,6.62,9.48,11.26,0.63,0.7,2.26,Pyroxene
65.43,16.49,9.31,7.45,5.77,3.92,4.65,2.98,Rhyolite
77.64,23.57,1.07,4.95,8.43,4.11,4.76,2.74,Syenite
52.22,5.25,9.54,5.97,11.2,1.89,2.8,0.22,Slate
51.84,18.36,6.92,3.56,2.87,0.78,2.98,0.33,Rhyolite
76.7,11.48,10.31,12.88,3.18,4.12,0.83,2.69,Peridotite
65.01,10.94,10.37,13.43,4.83,4.8,3.92,0.4,Rhyolite
72.1,10.23,1.5,9.48,5.36,1.62,3.03,2.98,Amphibole
40.56,18.24,4.55,1.1,1.76,6.3,1.72,2.4,Granite
51.51,18.96,6.88,10.61,4.06,5.62,0.77,2.35,Mica
73.91,11.43,12.81,8.73,1.38,3.31,4.51,1.43,Talc
48.74,20.42,13.39,10.55,8.11,2.92,4.2,1.2,Peridotite
47.97,16.37,8.38,4.82,1.98,7.08,1.1,1.48,Quartz
72.86,9.97,11.22,11.31,11.62,4.77,1.21,2.26,Syenite
72.71,18.79,3.32,3.73,7.58,3.11,0.87,2.27,Marble
51.6,10.5,2.47,2.15,9.88,3.44,1.71,1.46,Chlorite
75.34,24.69,1.67,1.78,6.53,3.14,5.0,1.07,Rhyolite
57.29,23.55,1.47,8.79,1.7,4.47,3.03,2.86,Slate
67.6,17.51,10.59,1.74,0.55,5.78,3.83,1.79,Syenite
49.74,21.93,1.35,3.0,7.32,6.1,1.41,1.8,Mica
31.37,19.35,5.13,4.64,7.32,7.4,3.57,2.31,Amphibolite
50.97,24.54,13.5,2.15,10.23,2.29,2.8,1.26,Feldspar
64.81,20.1,10.6,6.86,2.72,2.99,1.31,2.07,Andesite
68.39,20.02,9.49,10.88,1.15,5.36,2.53,1.88,Slate
45.59,9.9,6.17,2.47,8.11,3.36,4.62,2.41,Talc
42.95,14.41,11.27,1.72,4.55,4.23,1.99,0.56,Amphibolite
78.3,9.41,2.66,12.65,11.09,0.7,2.47,2.34,Syenite
33.39,20.27,13.72,3.17,11.8,1.25,3.0,1.38,Granite
48.44,23.24,8.34,13.27,6.98,0.59,2.84,0.96,Marble
54.44,7.05,12.12,11.4,4.28,4.6,4.8,2.75,Slate
38.47,9.33,11.14,14.39,6.24,5.51,4.51,0.39,Feldspar
52.92,8.64,4.78,5.08,9.38,1.94,3.1,2.22,Marble
43.04,10.95,5.35,13.09,7.68,2.05,3.34,1.67,Basalt
55.95,22.18,3.83,4.19,5.58,4.75,0.88,1.16,Granite
37.99,14.12,10.66,3.18,2.92,4.63,1.43,1.64,Chlorite
78.24,11.04,5.87,13.61,8.27,7.45,2.98,2.11,Granite
61.8,10.3,5.13,11.55,10.82,5.9,0.61,1.1,Feldspar
56.32,15.19,12.24,14.48,5.51,3.63,3.84,1.39,Syenite
32.7,9.85,7.98,13.28,0.57,5.36,1.83,0.89,Quartz
48.53,15.27,2.23,6.28,4.34,2.22,2.35,1.65,Rhyolite
56.52,7.19,13.09,6.87,5.71,7.73,4.4,0.22,Talc
40.75,24.37,3.06,8.08,2.46,5.37,0.75,0.35,Andesite
58.43,6.13,9.16,2.91,5.97,0.72,3.84,0.87,Serpentine
30.42,14.21,1.55,2.16,9.43,4.82,4.59,1.84,Pyroxene
61.54,9.47,10.52,12.75,5.61,5.1,3.51,2.37,Dolomite
61.15,22.16,10.49,11.94,4.81,4.43,2.54,2.28,Talc
31.92,19.83,13.9,3.5,9.24,5.49,3.25,2.49,Rhyolite
51.47,12.16,12.76,5.04,0.5,3.46,3.67,1.83,Syenite
40.14,17.89,9.44,11.56,4.06,5.44,2.83,1.63,Syenite
74.58,6.88,5.31,10.88,6.49,6.41,3.94,2.47,Amphibole
37.47,11.03,4.78,11.49,9.02,6.27,2.42,2.92,Peridotite
76.63,6.95,9.63,6.3,10.46,6.01,3.72,0.39,Slate
59.05,9.44,3.49,1.57,11.86,3.14,3.63,1.54,Rhyolite
38.28,19.55,5.11,1.95,4.35,1.33,1.72,1.34,Serpentine
45.18,9.3,5.69,2.98,11.1,1.93,2.44,2.52,Mica
52.06,15.98,8.91,4.13,4.66,3.54,2.76,1.64,Quartz
45.1,22.23,12.66,3.26,10.15,4.51,4.11,2.58,Peridotite
75.35,7.13,12.17,9.74,9.76,5.79,1.52,2.92,Granite
31.06,22.8,1.24,8.18,4.77,1.68,4.65,1.29,Talc
44.43,9.12,8.38,11.03,5.25,4.87,4.4,2.11,Syenite
31.06,18.35,1.95,4.69,10.51,6.35,0.56,0.38,Basalt
43.6,12.89,5.35,11.21,4.64,6.86,4.95,1.73,Chlorite
30.73,16.53,12.65,13.97,8.64,2.08,4.84,1.79,Quartz
78.99,7.09,8.11,2.89,3.92,4.43,4.24,2.0,Quartz
35.35,12.71,10.8,6.53,6.21,5.08,0.58,2.67,Amphibolite
60.58,20.49,1.87,7.51,3.66,6.43,3.15,0.5,Olivine
63.65,5.04,5.14,14.57,2.51,5.4,2.71,0.91,Chlorite
78.86,16.46,11.91,12.33,9.52,6.31,0.62,2.44,Marble
61.28,5.89,8.55,6.21,7.76,4.12,4.41,1.66,Basalt
51.63,6.19,1.37,5.61,4.26,5.95,3.45,1.07,Marble
62.21,15.03,5.6,13.12,0.84,7.72,0.67,2.99,Serpentine
69.04,12.15,14.6,9.2,2.53,1.33,4.39,1.78,Basalt
67.1,20.45,3.38,3.15,7.98,3.56,2.76,2.75,Granite
48.81,10.5,11.57,9.11,11.52,6.31,2.4,1.08,Pyroxene
56.52,7.8,14.51,3.46,1.2,2.19,3.58,0.29,Olivine
31.02,23.21,14.12,11.1,9.42,4.97,1.28,2.32,Marble
40.89,19.38,11.25,5.18,3.44,0.98,1.04,0.26,Gabbro
57.86,9.87,12.36,9.15,8.56,5.08,1.24,2.43,Rhyolite
57.08,19.59,5.14,12.76,6.77,1.65,2.76,2.8,Andesite
54.2,22.77,9.84,4.14,7.66,1.63,1.6,1.08,Gabbro
37.8,5.0,8.51,9.43,8.97,1.6,1.43,1.23,Dolomite
72.17,23.74,11.31,8.52,3.69,3.38,3.18,0.4,Mica
37.27,12.49,6.99,11.05,9.68,3.91,3.03,2.16,Rhyolite
68.18,24.12,13.41,5.65,5.24,5.53,2.11,0.62,Dolomite
40.87,21.36,14.43,5.63,5.71,5.91,0.8,2.03,Amphibole
63.15,18.35,2.01,7.87,5.77,0.94,4.93,1.51,Talc
44.02,8.29,9.3,8.67,2.8,6.73,3.36,2.52,Rhyolite
41.45,14.02,11.53,8.84,6.73,3.45,3.1,2.36,Amphibole
35.19,9.01,1.28,13.2,4.38,5.14,3.64,0.94,Quartz
55.47,24.16,5.61,8.21,4.3,3.01,2.58,1.43,Chlorite
53.28,15.94,10.31,5.3,10.41,2.95,1.07,0.55,Talc
52.14,23.08,13.26,13.53,6.44,5.56,0.7,1.69,Rhyolite
51.52,11.03,1.14,12.36,10.84,3.68,4.76,1.33,Rhyolite
71.66,19.03,2.2,1.33,6.83,1.12,2.5,1.92,Gabbro
61.91,23.62,10.78,2.35,1.27,2.63,0.79,0.79,Mica
31.21,20.25,5.45,7.98,9.92,4.71,1.9,2.7,Gabbro
61.78,9.67,9.48,10.69,4.18,6.42,2.49,2.28,Talc
41.0,6.26,12.43,6.37,1.6,4.18,0.82,2.68,Serpentine
50.0,24.87,14.54,7.06,3.85,6.61,2.48,1.42,Amphibole
68.99,12.01,10.49,2.37,7.95,6.88,2.11,2.72,Marble
60.76,15.02,1.18,12.78,3.73,2.06,1.0,2.84,Basalt
62.41,17.1,1.19,10.11,7.22,7.13,3.56,0.89,Olivine
52.23,7.54,10.2,8.49,2.06,6.74,0.65,1.77,Marble
61.65,12.78,2.69,3.85,4.73,1.72,3.9,0.62,Olivine
49.08,7.46,12.55,3.92,11.02,2.18,4.46,2.06,Rhyolite
50.42,14.04,7.89,10.57,8.07,0.8,1.37,0.99,Basalt
31.16,20.78,4.75,9.45,9.17,1.96,2.18,2.43,Syenite
76.32,15.63,4.29,4.87,0.71,1.52,1.45,2.82,Olivine
71.4,10.06,8.55,13.32,8.9,1.73,0.84,2.35,Marble
46.75,24.92,10.91,10.8,3.17,6.33,3.38,2.8,Serpentine
57.33,15.24,14.97,2.57,2.66,7.75,3.47,1.02,Dolomite
58.43,17.71,3.03,12.46,4.79,1.74,3.76,2.72,Amphibolite
66.22,15.36,9.01,13.93,1.96,7.12,4.58,0.84,Olivine
45.32,23.72,7.38,4.68,7.6,4.56,3.31,0.68,Chlorite
74.44,6.51,6.8,13.01,1.74,5.66,2.37,1.57,Amphibolite
67.76,6.59,1.37,12.25,5.15,0.67,1.28,1.42,Mica
49.97,12.33,6.51,9.45,8.32,6.72,3.87,1.64,Amphibole
44.15,5.49,12.39,12.77,9.63,7.19,1.87,1.96,Talc
58.03,14.79,11.64,9.61,11.97,4.37,2.34,1.37,Amphibole
50.7,11.76,11.06,13.23,0.9,4.68,4.03,1.88,Gabbro
39.7,7.66,12.88,6.74,8.3,3.0,2.31,1.95,Gabbro
64.14,5.71,5.31,12.7,7.74,7.24,4.46,1.26,Rhyolite
53.28,24.18,5.88,4.25,5.85,1.06,3.88,2.27,Marble
52.52,5.72,11.46,12.55,5.52,5.5,3.55,1.03,Peridotite
35.21,10.62,12.07,8.48,7.99,5.61,3.72,2.69,Amphibolite
78.39,21.99,10.02,4.81,1.54,3.08,1.37,2.68,Talc
39.7,9.84,5.51,14.01,11.5,1.96,1.71,1.68,Andesite
66.62,20.34,11.52,3.68,8.68,4.64,2.94,2.67,Pyroxene
46.2,14.15,13.48,1.61,8.31,5.44,1.86,1.46,Rhyolite
66.72,21.93,14.26,6.17,6.53,4.9,3.01,0.56,Andesite
58.03,15.7,4.67,14.59,5.33,4.48,3.58,1.11,Chlorite
61.47,5.15,5.71,14.52,2.78,6.75,2.65,1.71,Feldspar
45.01,21.75,4.28,1.99,6.16,2.7,1.82,1.94,Slate
47.59,10.74,1.44,7.05,8.05,3.14,0.64,0.92,Rhyolite
37.29,5.09,14.5,11.43,10.74,8.0,0.5,1.68,Olivine
72.41,7.77,2.5,8.98,3.95,2.31,3.42,2.16,Pyroxene
36.45,7.97,6.16,13.8,6.3,7.5,0.87,2.43,Slate
74.91,23.72,7.9,8.32,9.52,4.88,3.6,0.28,Talc
55.6,9.95,8.82,14.39,3.12,5.96,1.05,1.79,Gabbro
34.25,21.46,7.98,6.77,0.84,3.41,1.21,1.26,Dolomite
73.9,5.57,14.2,9.63,7.52,3.07,0.81,1.89,Talc
60.96,15.49,14.63,13.83,9.29,4.72,4.82,2.74,Talc
45.43,18.44,7.88,6.85,5.61,5.8,3.85,0.6,Amphibolite
44.92,23.26,13.27,11.94,8.83,4.27,4.0,0.34,Amphibolite
55.94,8.7,8.96,2.84,9.18,4.37,1.57,2.15,Peridotite
57.9,9.63,11.04,4.55,3.15,1.28,3.99,2.67,Gabbro
68.67,10.75,1.88,3.86,5.74,2.92,2.7,1.15,Pyroxene
57.47,8.1,4.32,10.08,7.36,2.51,3.82,2.54,Syenite
35.9,24.69,5.28,13.15,9.93,7.73,2.97,2.98,Mica
69.89,15.2,12.68,6.29,8.67,3.84,3.33,1.47,Peridotite
64.5,23.52,2.04,4.21,10.68,1.83,1.59,1.51,Granite
73.18,10.87,1.49,10.45,0.97,2.69,3.38,1.14,Granite
67.3,11.17,5.7,7.29,1.95,5.37,4.79,0.25,Chlorite
65.63,17.2,8.56,8.41,10.15,1.28,2.32,1.63,Serpentine
71.01,19.33,3.14,14.86,8.51,6.14,4.48,2.18,Amphibolite
57.1,9.65,9.13,8.15,11.47,7.88,4.89,2.35,Talc
66.73,8.59,7.71,3.82,8.1,5.0,4.13,1.74,Feldspar
35.92,21.28,4.46,10.66,10.39,6.8,0.79,1.8,Amphibolite
71.1,7.15,5.54,2.18,9.83,3.06,3.73,0.39,Dolomite
41.47,10.9,2.28,12.12,4.2,2.22,2.19,2.95,Granite
73.45,14.46,6.16,6.31,7.78,2.39,0.54,0.86,Pyroxene
61.88,18.29,9.17,7.67,6.71,5.94,2.78,2.72,Peridotite
72.76,16.5,4.33,8.72,6.6,3.09,1.92,0.43,Amphibole
71.04,8.82,7.48,8.49,5.62,4.86,4.84,1.62,Marble
74.05,14.56,10.46,8.28,3.41,3.69,2.79,1.42,Talc
37.37,20.78,10.77,8.6,2.47,5.43,3.26,0.6,Quartz
73.25,21.26,10.51,14.37,11.45,2.16,2.7,1.71,Basalt
30.36,5.95,14.97,4.72,2.22,3.17,0.83,2.14,Dolomite
41.33,24.3,14.92,5.79,9.34,6.4,3.45,2.78,Olivine
76.18,15.23,1.99,14.38,10.96,0.9,4.86,0.88,Olivine
37.06,23.01,10.23,7.89,1.11,2.61,2.35,1.49,Marble
57.18,16.0,8.97,12.38,6.96,3.01,4.3,2.73,Pyroxene
77.91,19.82,14.47,8.35,4.08,1.27,4.41,1.54,Slate
47.96,22.25,2.62,10.95,6.03,3.13,0.74,2.55,Basalt
67.59,15.5,4.79,6.89,0.79,6.4,3.84,2.08,Talc
68.44,8.78,8.81,11.1,8.01,6.52,4.49,1.63,Dolomite
77.92,11.57,2.11,2.4,8.47,6.67,4.97,2.8,Syenite
34.12,22.83,12.17,6.49,9.06,5.82,3.65,0.4,Amphibole
73.05,20.49,3.51,8.52,9.96,0.55,2.41,1.81,Serpentine
74.57,8.66,14.3,8.85,6.86,7.21,4.87,1.03,Quartz
67.93,14.76,1.03,9.8,5.3,6.35,2.61,0.88,Marble
49.18,22.94,1.93,5.02,3.13,3.91,4.73,2.15,Granite
71.93,23.21,14.33,5.62,2.19,6.14,1.21,2.56,Mica
40.53,19.0,11.28,8.45,4.41,2.45,1.89,1.31,Talc
48.4,12.15,2.0,13.82,3.31,6.7,4.56,1.3,Feldspar
30.39,24.69,2.42,3.72,11.07,7.77,4.49,1.22,Slate
38.84,20.82,7.12,5.91,7.82,0.63,2.23,2.66,Amphibole
78.77,17.0,10.66,2.99,9.05,2.72,1.55,1.13,Olivine
70.75,19.43,6.49,7.96,0.51,4.04,1.63,1.39,Olivine
60.92,18.22,2.86,3.14,9.23,3.96,1.47,2.53,Serpentine
41.56,21.15,1.1,12.86,11.78,5.66,4.41,2.68,Chlorite
78.16,19.08,3.37,4.21,1.78,6.29,0.93,2.63,Talc
73.88,15.3,5.18,8.34,4.11,4.34,4.33,0.65,Amphibole
64.88,10.81,7.04,8.09,1.05,3.53,1.83,2.3,Slate
56.03,20.7,8.97,3.07,6.63,7.01,3.35,1.33,Pyroxene
30.48,6.2,4.0,6.47,2.86,0.84,4.88,1.51,Feldspar
54.25,6.12,10.16,9.8,1.78,3.92,1.2,2.65,Rhyolite
38.86,6.34,7.19,12.43,1.34,2.13,3.28,2.43,Basalt
33.13,7.41,4.91,12.29,1.66,1.9,1.7,1.62,Talc
70.85,22.29,6.49,5.8,11.5,4.39,4.07,2.6,Marble
75.89,5.89,2.62,5.61,9.45,6.34,0.91,2.88,Feldspar
68.6,24.07,4.57,4.7,11.63,0.66,2.99,1.47,Granite
67.52,18.24,12.88,10.91,5.17,1.19,1.28,2.01,Peridotite
42.4,12.69,8.73,14.21,8.64,7.86,0.74,0.56,Peridotite
32.63,12.68,5.4,4.64,11.01,5.77,2.47,1.82,Slate
50.67,14.63,1.53,2.84,5.16,5.64,3.46,0.86,Syenite
41.18,9.39,13.09,5.92,9.64,7.33,4.18,1.48,Serpentine
69.02,22.93,12.19,10.5,4.67,7.91,2.19,1.52,Slate
46.31,12.13,12.4,11.89,2.93,2.05,4.79,2.45,Mica
65.52,8.51,1.57,11.91,8.24,7.95,0.98,1.0,Syenite
